BEAM - szerokość całkowita,DWT - nośność statku,GT - pojemność statku brutto,LOA - długość statku,Nazwa statku,NT - pojemność statku netto,Maksymalne zanurzenie letnie,Numer IMO,Numer MMSI,Sygnał wywoławczy,Typ statku
13,3432,2351,87,WINGS,1206,5.08,8801113,304665000,V2OR7,General Cargo Ship
12.96,526,787,38.72,FAIRPLAY-30,233,5.76,9416563,211156800,DFPR2,Anchor Handling Vessel
43.84,115515,62929,249.9,PANTHER I,34548,14.93,9292503,636021717,5LFJ2,Crude Oil Tanker
51.06,176887,168423,397.56,APL MERLION,76852,16,9632014,563231000,S6NV,Container Ship (Fully Cellular)
13.03,3602,2416,84.88,GT FORSETI,1358,5.44,9041320,304010297,V2PV4,General Cargo Ship
6.6,1,84,21,THOR,25,3.3,8942826,219996000,OZPS-2,
0,3938,29008,192.82,AMADEA,10275,6.618,8913162,,,Passenger/Cruise
11.35,2972,2061,88.49,RIX ALLIANCE,1161,4.94,9128403,209336000,5BAZ5,General Cargo Ship
44.038,109999,65145,249.9,DF MYSTRAS,34168,14.541,9941702,636021311,5LDI4,Crude/Oil Products Tanker
16.85,6408,5313,115.47,KRISTA,2382,5.7,9434759,305284000,V2DO7,General Cargo Ship
16.85,6408,5313,115.47,KRISTA,2382,5.7,9434759,305284000,V2DO7,General Cargo Ship
12.5,3400,2548,89,PRIMA LADY,1282,5.41,9195652,230693000,OJTT,General Cargo Ship
43.03,109999,62769,255.9,STI ALEXIS,33532,14.59,9696694,538006038,V7JD6,Crude/Oil Products Tanker
42.03,104074,57164,228.6,LANCING,30573,14.64,9792046,311000766,C6DR9,Crude Oil Tanker
48.26,148723,141716,366.47,MAERSK EMDEN,63729,16,9456769,219056000,OXLK2,Container Ship (Fully Cellular)
23.43,13200,10585,151.72,ELBWAVE,5372,8,9504035,209276000,5BZP4,Container Ship (Fully Cellular)
12.27,2490,1627,85.26,ANGON,741,5.31,9131199,261037120,SNAN,Products Tanker
12.8,3710,2446,87.9,WILSON BRAKE,1369,5.51,9150511,314701000,8PFO7,General Cargo Ship
11.33,1631,1649,82.45,FREDO,715,3.71,8504208,211202400,DPCD,General Cargo Ship
11.33,1631,1649,82.45,FREDO,715,3.71,8504208,211202400,DPCD,General Cargo Ship
10.06,29,147,25.75,AQUATA,44,1.8,9651266,205079000,ORUF,Crew/Supply Vessel
21.64,15012,12743,143.1,HAPPY PEREGRINE,3823,9.5,9553660,219558000,OWWQ2,LPG Tanker
30.23,33447,26836,210.09,CAUCEDO EXPRESS,12743,11.5,9434931,305653000,V2HY3,Container Ship (Fully Cellular)
29.21,40693,26756,189.98,FJORDNES,7998,10.8,9880855,304829000,V2HF8,"Bulk Carrier, Self-discharging"
48.04,158267,80028,274,PATROCLUS,52352,17.15,9413834,249848000,9HA2039,Crude Oil Tanker
43.84,103118,67383,244.85,MARAN WIND,27440,15.02,9863560,311000974,C6EQ8,Shuttle Tanker
12.52,3850,2545,88.6,GT DELPHIN,1460,5.4,9401245,305441000,V2RA3,General Cargo Ship
18.25,11083,7878,145.63,ONEGO ELBE,3909,7.4,9438573,305305000,V2DQ5,General Cargo Ship
27.6,8887,11910,137.5,VOX APOLONIA,3573,5.8,9867097,245256000,PDSN,Trailing Suction Hopper Dredger
43.83,112504,62172,250,ALPES,35364,15.1,9817470,636023942,5LQE6,Crude Oil Tanker
48.03,159962,82779,274.2,ITHAKI WARRIOR,51588,17.22,9765366,241580000,SVCS5,Crude Oil Tanker
11.54,3357,2064,87.99,COE MINA,1074,5.24,8509820,268246900,T7AS5,General Cargo Ship
16.85,7351,5261,115.46,KAMILLA,2606,6.28,9427081,305108000,V2CU2,General Cargo Ship
14.4,5750,3870,106.12,AMBER SKY,2132,6.14,9312688,255806387,CQEH8,General Cargo Ship
24.04,23127,14912,159.9,YAMAN,8040,10,9504944,572882220,T2IJ6,General Cargo Ship
15.63,6432,3911,99.9,DAY DREAM,2027,6.8,9214721,314875000,8P2235,General Cargo Ship
14.95,7065,4503,111.75,TUNA,2526,6.86,9213882,314748000,8PMO1,General Cargo Ship
43.8,112459,62172,250,ASPEN,35364,15.1,9818058,257320000,5LQF3,Crude Oil Tanker
43.8,112459,62172,250,ASPEN,35364,15.1,9818058,257320000,5LQF3,Crude Oil Tanker
51,155000,153870,366,CMA CGM GRACE BAY,69253,16,9938145,,9HA5903,Container Ship (Fully Cellular)
51,154191,154598,366,CMA CGM GRACE BAY,68860,16,9938145,,9HA5903,Container Ship (Fully Cellular)
28.4,24471,18848,171.9,Viking Orca,8093,9.7,9555254,,9V8920,Container Ship (Fully Cellular)
14.8,3811,3430,87.5,CGAS MATE,1029,6.5,9356921,255802940,CQOT,LPG Tanker
26.9,20254,17982,169.95,CONTAINERSHIPS ARCTIC,9861,9.6,9818400,209717000,5BJD5,Container Ship (Fully Cellular)
32.29,80505,43842,229,HORUS,26639,14.47,9635690,538010108,V7A5611,Bulk Carrier
17,3842,3992,99.92,ECO LUCIDITY,1198,5.41,9733624,538006120,V7CC9,LPG Tanker
25.3,23741,18321,185.4,SAIMAAGRACHT,7647,10.59,9288069,246293000,PHCQ,General Cargo Ship
12.6,3481,2474,82.5,MARJATTA,1464,5.3,9345374,212198000,5BQU4,General Cargo Ship
32.29,80505,43842,229,HORUS,26639,14.47,9635690,538010108,V7A5611,Bulk Carrier
17.84,5158,4748,99.98,DREAM SYRAX,1424,6.21,9719513,255915968,CQ2426,LPG Tanker
19.6,12427,7404,115.33,ADAPEARL,3747,8.79,9539432,636019711,D5VU2,Bulk Carrier
16.85,7100,5313,115.46,KAARI,2350,6.28,9434761,305342000,V2DU8,General Cargo Ship
7.73,104,173,24.7,GOLIATH VIG,51,3.19,8616245,219031423,OZFN2,Tug
44,109325,64933,249.9,ATLANTIC JADE,34722,15,9892987,636021135,5LCL9,Crude/Oil Products Tanker
43.99,114456,61990,248.84,VICTORY VENTURE,35114,15.02,9773040,477043500,VRPW8,Crude Oil Tanker
44.03,109999,64245,249.99,STI GAUNTLET,32905,14.78,9717137,538005825,V7HH9,Crude/Oil Products Tanker
44,109325,64933,249.9,ATLANTIC JADE,34722,15,9892987,636021135,5LCL9,Crude/Oil Products Tanker
12.71,3189,2271,89.95,NEULAND,1290,4.65,9117959,218492000,DFWF,General Cargo Ship
12.71,3189,2271,89.95,NEULAND,1290,4.65,9117959,218492000,DFWF,General Cargo Ship
15.5,2355,2327,68.95,BAZALT II,751,6,9250036,210444000,5BAK6,Anchor Handling Tug Supply
15,5916,4185,109.15,NORVIND,2190,6.26,9247118,258761000,LAYC7,General Cargo Ship (Open Hatch)
11.4,2350,1909,89.16,LYRIKA,757,4.05,9080675,275553000,YLLY,General Cargo Ship
23.43,12850,10585,151.72,ELBWIND,5372,8,9483334,210017000,5BNL5,Container Ship (Fully Cellular)
42.03,105611,57325,243.96,BOURDA,32621,14.9,9312846,636025005,5LV17,Crude/Oil Products Tanker
15.95,9567,6130,132.23,MONTSERRAT,3608,7.5,9213739,304095000,V2RE7,General Cargo Ship
15,5916,4185,109.15,NORVIND,2190,6.26,9247118,258761000,LAYC7,General Cargo Ship (Open Hatch)
35.32,39964,34882,200.04,VENTA MAERSK,18522,11.02,9775763,219115000,OWHH2,Container Ship (Fully Cellular)
43.84,115738,61332,248.97,SAGA,35877,15,9528031,248964000,9HA2591,Crude Oil Tanker
19,10883,4744,101.1,KARBON,2741,7.15,8606006,,CU4096,
14.4,3499,2696,89.99,KOBE PIONIER,1151,5.71,9747261,231917000,OZ2237,Chemical/Products Tanker
13.35,3718,2728,88,BALTIC STAR,1327,4.9,9969534,245882000,PDLW,General Cargo Ship
14.4,5750,3870,106.12,AMBER SKY,2132,6.14,9312688,255806387,CQEH8,General Cargo Ship
32.2,32614,27958,172.06,LAURA MAERSK,10945,11,9944546,219543000,OZGV2,Container Ship (Fully Cellular)
23.43,13200,10585,151.72,SKALAR,5372,8,9458975,255806476,CQES9,Container Ship (Fully Cellular)
13.8,4951,3454,106.64,KAURI,2035,5.81,9173226,305633000,V2RA5,General Cargo Ship
19.8,9214,7580,122.2,NOORDDIJK,3050,7.2,9591820,246737000,PCEV,General Cargo Ship
15.9,9737,6351,132.2,BBC NYHAVN,3617,7.78,9559896,305825000,V2FW6,General Cargo Ship
15.45,5248,3952,89.98,JSP FALSTER,1923,6.2,9968152,,CQUM,General Cargo Ship
32.23,50315,29725,182.95,ALIAI,14082,13.3,9884813,636020452,D5ZH7,Chemical/Products Tanker
7.84,11023,6687,132.6,LONGWOOD,3448,7.8,9504138,245568000,PDTU,General Cargo Ship
10.55,1252,1064,68.36,MISTRAL,503,3.96,6617855,304010366,V2HO,General Cargo Ship
26.9,20257,17982,169.95,CONTAINERSHIPS POLAR,9861,9.6,9814002,232046826,MNJN5,Container Ship (Fully Cellular)
25.03,8100,23498,147.93,SEINE HIGHWAY,7050,7.9,9316311,308654000,C6VJ7,Vehicles Carrier
42.03,109672,61724,244.6,SAVIR LION,,15.517,9306639,,,Crude/Oil Products Tanker
42.03,109672,61724,244.6,SAVIR LION,,15.517,9306639,538009238,YDFU3,Crude/Oil Products Tanker
48,157447,81502,274,NISSOS ANTIMILOS,51036,17.17,9895226,538008919,V7A2908,Crude Oil Tanker
12.5,2620,1985,82.51,WANHEIM,969,4.47,8920268,636017466,D5LC2,General Cargo Ship
15.2,7802,4968,118.55,KIRKE,2648,7.05,9413456,305597000,V2RA4,General Cargo Ship
15,3811,3430,87.2,B GAS MARINER,1029,6.5,9344198,215064000,9HA2629,LPG Tanker
51.03,202060,155955,365.92,MSC DOLETTE,70763,19,9968293,636024940,5LVA6,Container Ship (Fully Cellular)
18.14,6410,5239,119.85,HJORDIS,2625,6.81,9126235,230351000,OJHI,General Cargo Ship
32.3,58018,32880,189.99,EAGLE,19559,12.95,9490674,538010854,V7A7520,Bulk Carrier
13.2,4748,2876,88.94,PRIMA KING,1585,6.3,9195822,230695000,OJUC,General Cargo Ship
23.45,14387,12838,153.47,BBC CITRINE,5968,9.1,9504748,305854000,V2FY7,General Cargo Ship
16.85,7351,5261,115.46,KAMILLA,2606,6.28,9427081,305108000,V2CU2,General Cargo Ship
23.5,14233,12514,157.94,NORDIC ISTRIA,5387,8.6,9474383,255806452,CQEP9,Container Ship (Fully Cellular)
27.04,17894,17488,168.11,ELBSUMMER,8125,9.61,9386718,255805884,CQYE,Container Ship (Fully Cellular)
14.5,6050,4255,114.4,KAIRIIN,2341,6.04,9534250,636091859,D5HS8,General Cargo Ship
32.24,40558,26548,188.33,SEACOD,10288,11,9352315,218019000,DDPW,Products Tanker
13.17,4241,2805,89.9,RIX VOYAGER,1568,5.68,9125671,636022775,5LKK2,General Cargo Ship
12.81,3710,2450,87.86,RIX STAR,1380,5.47,9006277,209239000,5BYE4,General Cargo Ship
27.6,8887,11910,137.5,VOX APOLONIA,3573,5.8,9867097,245256000,PDSN,Trailing Suction Hopper Dredger
12.6,3153,2301,82.5,MERIT,1289,5.3,9197789,236108000,ZDEB4,General Cargo Ship
12.5,3195,2339,89.99,AMADEUS SMARAGD,1294,4.64,9267704,244967000,PBKD,General Cargo Ship
0,118863,66019,260,REGINA OLDENDORFF,40344,14.5,9535242,255805910,CQIB2,Bulk Carrier
48.04,158218,81349,274,SEAVIOLET,52056,17.17,9790983,248554000,9HA4701,Crude Oil Tanker
14.5,6699,4255,114.4,KAIRIIN,2341,6.42,9534250,305531000,V2RD6,General Cargo Ship
15.2,5345,3610,100.71,LUCA,1783,6.01,9286712,304408000,V2QX7,General Cargo Ship
27.6,8887,11910,137.5,VOX APOLONIA,3573,5.8,9867097,245256000,PDSN,Trailing Suction Hopper Dredger
44.03,116620,64089,249.9,CATALAN SEA,35252,15.12,9577044,636016699,D5HI7,Crude Oil Tanker
23.2,12306,9983,140.67,ELBSUN,5198,8.7,9429261,255806370,CQEF7,Container Ship (Fully Cellular)
9.49,1399,794,58.27,RIVER TRADER,552,3.9,8813051,305024300,V2B2024,General Cargo Ship
29.6,31114,32245,204.29,CMA CGM MERMAID,9673,10,9961283,256708000,9HA5943,Container Ship (Fully Cellular)
13.39,3700,2544,88,LADY ALIDA,1216,4.91,9760380,244630415,PBFF,General Cargo Ship
16.6,7933,7138,130.22,BBC LIVORNO,2266,7,9570670,305775000,V2QJ2,General Cargo Ship
48.03,156597,83850,274,ADVANTAGE SUN,49031,17,9513141,538006201,V7KZ6,Crude Oil Tanker
42.03,110270,61955,244.5,ROYALL,34077,15.52,9308443,636022351,5LIJ3,Crude Oil Tanker
13.43,5234,3500,99.37,ESTEMAR,1500,6.16,9552068,253361000,LXES,General Cargo Ship
16.2,4372,3925,99.91,DINA,1782,5.1,9226786,210350000,P3EE9,General Cargo Ship
23.23,6864,17735,139,MALACCA HIGHWAY,5475,7.01,9235414,355351000,H9AT,Vehicles Carrier
36.5,87091,48261,228.41,MEDI GINEVRA,28528,14.35,9815939,636018518,D5QB3,Bulk Carrier
,33541,19796,175.53,BELL BAY,11625,9.93,9312664,477214800,VRBY9,Bulk Carrier
9.4,772,627,53.6,SATURN,297,3.45,6604690,219000245,OUHO2,General Cargo Ship
28.03,35366,20947,178.04,CAPTAIN RABIE,11740,10.58,9172387,341816001,V4GQ6,Bulk Carrier
12.5,3850,2518,89.7,SOLITAS-H,1837,5.5,9858670,,5BWC5,General Cargo Ship
12.65,3809,2518,89.75,WES ESTHER,1423,5.49,9953963,255805673,CQTQ,General Cargo Ship
9.48,1831,1169,78.08,WILSON RUHR,635,4.35,9145542,314218000,8PTA,General Cargo Ship
22,8058,,104.9,Quanta,1086,4.89,,711894,,
22.43,17998,11711,147.5,HEINRICH,6020,9.49,9350757,236112740,ZDSG4,Chemical/Products Tanker
26,23677,14458,150.52,AK HALIMA,8760,9.57,9217826,314711000,8PG09,Bulk Carrier
15.5,2355,2327,68.95,BAZALT II,751,6,9250036,210444000,5BAK6,Anchor Handling Tug Supply
42.04,105525,57249,244,JAG LAXMI,32957,15.02,9568196,419001224,AWTC,Crude Oil Tanker
22.4,5000,21143,139.99,CITY OF ROTTERDAM,6342,6.5,9473468,372002000,3FUA7,Vehicles Carrier
13.43,6477,4298,118.19,FRISIAN SEA,1880,6.1,,244780424,PCLF,
13.03,3005,2673,87.99,EMMA F,1009,4.7,8609618,305190000,V2HP9,General Cargo Ship
13.4,6734,3991,111.4,KNARRLAGSUND,1956,5.74,9268849,257039490,LAFW8,General Cargo Ship
26.8,6200,22308,165,COTENTIN,6692,6.5,9364978,228263800,FMLX,Passenger/Ro-Ro Ship (Vehicles)
9.61,203,275,32.92,SERVAL,82,4.17,7636365,377103000,J8B4154,Tug
16.02,2900,3399,85.93,ICE,2080,6.45,8412699,257737000,LANC8,Refrigerated Cargo Ship
23.5,14233,12514,157.94,NORDIC ISTRIA,5387,8.6,9474383,255806452,CQEP9,Container Ship (Fully Cellular)
15.2,4684,3666,104.23,FRIENDLAND,2009,5.5,9246906,275517000,YLRH,General Cargo Ship
29.83,37973,23226,179.97,SSI ENDURANCE,12101,10.54,9932971,538010015,V7A5471,Bulk Carrier
16,6886,3953,103,ORALYNN,1940,7,9402677,219030184,OZWA2,Chemical/Products Tanker
21.64,15012,12743,143.1,HAPPY PEREGRINE,3823,9.5,9553660,219558000,OWWQ2,LPG Tanker
25.63,20646,15487,167.99,AVA D,7838,10.2,9306225,255705000,CQGB,Container Ship (Fully Cellular)
10.2,216,309,30,RADUGA POSEIDON,92,3.5,9741229,255972000,CRXF,Tug
16.85,7351,5261,115.46,KAMILLA,2606,6.28,9427081,305108000,V2CU2,General Cargo Ship
29.87,33648,25672,207.37,JPO GEMINI,13597,11.4,9294020,636091995,A8VF7,Container Ship (Fully Cellular)
11.74,1323,1156,58.75,JOSEFIN,346,3.53,8714841,218728000,DFVT,General Cargo Ship
25.6,7073,25263,186,OPTIMA SEAWAYS,7761,6.5,9188427,277339000,LYSD,Passenger/Ro-Ro Ship (Vehicles)
12.8,3778,2452,87.82,WILSON DUBLIN,1369,5.59,9390109,314631000,8PBK6,General Cargo Ship
14.4,5744,3870,106.12,CLARA,2132,6.13,9312676,304444000,V2QX8,General Cargo Ship
11.44,3410,2153,99.23,EEMS SERVANT,1121,4.56,9559602,246236000,PBTI,General Cargo Ship
27.02,21871,14400,162.16,THEMSESTERN,6937,8.8,9183843,255804940,CQLG,Chemical/Products Tanker
20,12898,8289,140.55,SENATA,5253,7.5,9451575,253683000,A8PS4,Bulk Carrier
27.04,28494,17431,170,SEA MOON,9829,9.77,9228227,636016427,D5GD8,Bulk Carrier
27,20290,17982,169.95,CONTAINERSHIPS AURORA,9861,9.6,9814014,209659000,5BGU5,Container Ship (Fully Cellular)
32.26,57809,33064,189.99,NIGHTHAWK,20101,12.95,9441362,538004193,V7VR4,Bulk Carrier
15.97,9231,5968,127.87,TANGO RIO,3422,7.45,9205718,314751000,YJWV9,General Cargo Ship
44.03,114085,62599,249.07,SEA TURTLE,35140,15.02,9886718,241731000,SVDJ8,Crude Oil Tanker
9.48,1831,1169,78.08,WILSON RUHR,635,4.35,9145542,314218000,8PTA,General Cargo Ship
20.18,7428,7252,119.8,INDUSTRIAL CHARGER,2982,7.7,9213959,305157000,V2HH9,General Cargo Ship
10.06,29,147,25.75,AQUATA,44,1.8,9651266,,ORUF,Crew/Supply Vessel
11.8,3629,2281,88.97,WILSON JUPITER,1229,5.4,9411795,305819000,V2HM4,General Cargo Ship
42.03,106898,58667,243.8,COROSSOL,32391,14.8,9395331,249550000,5LFL2,Crude/Oil Products Tanker
11,2172,1524,73.85,COE MIEKE,783,4.38,8912481,352001928,3E3739,General Cargo Ship
14.18,4933,2999,89.99,FRI GDANSK,1639,6.1,9344502,257726000,LAMR8,General Cargo Ship
54,194772,177381,397.87,CMA CGM KERGUELEN,106359,16.48,9702132,,9HA5014,Container Ship (Fully Cellular)
30,34827,24187,180,TRANSNORDIC,11565,,9602174,636092940,D5VU8,Bulk Carrier
13.35,6510,4106,118.9,KATRE,1747,6.08,9376452,244989000,V2RE6,General Cargo Ship
54,186745,177381,398,CMA CGM KERGUELEN,106359,16.48,9702132,215207000,9HA5014,Container Ship (Fully Cellular)
42.03,106898,58667,243.8,COROSSOL,32391,14.8,9395331,636021733,5LFL2,Crude/Oil Products Tanker
11.5,2172,1524,73.85,COE MIEKE,783,4.38,8912481,352001928,3E3739,General Cargo Ship
30.04,32537,25784,179.9,AAL HAMBURG,9268,10.3,9958767,255915731,CQ2189,General Cargo Ship
16,2800,2801,73.6,TRYM,840,5.7,9342724,257862000,LNXA3,Offshore Support Vessel
10.55,1252,1064,68.36,MISTRAL,503,4.5,6617855,304010366,V2HO,General Cargo Ship
15.95,9567,6130,132.2,VLISTBORG,3608,7.5,9160346,244850612,PDAK,General Cargo Ship
15.43,7701,5057,119.98,ALTO,2681,7.05,9277333,304616000,V2RB9,General Cargo Ship
15.43,7701,5057,119.98,ALTO,2681,7.05,9277333,304616000,CQAN4,General Cargo Ship
18.29,11087,7878,145.63,ONEGO BAYOU,3909,7.4,9369069,305024000,V2CJ9,General Cargo Ship
22,9317,8255,125.79,BBC OLYMPUS,3966,7.6,9508457,305823000,V2FW4,General Cargo Ship
11.46,2300,1596,81.44,LUNA B,831,4.23,9066045,211890660,DKQA2,General Cargo Ship
11.46,2300,1596,81.44,LUNA-B,831,4.23,9066045,211890660,DKQA2,General Cargo Ship
23.22,17782,16808,203.82,Keystone State,9439,10.17,6605022,366565000,WCJI,Crane Vessel
12.3,4068,2395,87.8,KLAIPEDA,1423,5.77,9106584,277391000,LYSZ,General Cargo Ship
48.04,158640,81548,274.39,LENI P.,51283,17.03,9594133,538008334,V7A2248,Crude Oil Tanker
19,10952,7370,131.2,YM FUJI,3984,7.85,9622760,256918000,9HA4036,General Cargo Ship
12.3,4068,2395,87.8,KLAIPEDA,1423,5.77,9106584,277391000,LYSZ,General Cargo Ship
20,,,60.3,TRD VOYAGER,,3.65,,,,
12.3,4068,2395,87.8,KLAIPEDA,1423,5.77,9106584,277391000,LYSZ,General Cargo Ship
12.5,3750,2409,82.5,DENBORG,1034,5.45,9489534,246594000,PBTL,General Cargo Ship
26.8,17791,17488,168.11,OOCL RAUMA,8125,9.6,9462794,246650000,PBWS,Container Ship (Fully Cellular)
12.3,3110,2280,82.5,BALTIC CARRIER,1244,5.02,9138197,275514000,YLRE,General Cargo Ship
32.29,22144,61328,199.99,ARC DEFENDER,23559,11,9375264,338145000,WDM6793,Vehicles Carrier
23.43,12892,10585,151.72,PHOENIX J,5372,8,9504047,305648000,V2FE2,Container Ship (Fully Cellular)
13,3697,2450,87.95,PRIMA QUEEN,1293,5.6,9194282,230673000,OJSH,General Cargo Ship
43.84,115525,62929,249.9,ERIK SPIRIT,34548,14.93,9292515,311728000,C6FZ4,Crude Oil Tanker
44,113554,62557,249,PARTHENON TS,34908,15,9724348,249948000,9HA4448,Crude Oil Tanker
12.6,3110,2280,82.5,BALTIC CARRIER,1244,5.02,9138197,275514000,YLRE,General Cargo Ship
13.03,3602,2416,84.88,GT FORSETI,1358,5.44,9041320,304010297,V2PV4,General Cargo Ship
32,38703,25494,180,AP DUBRAVA,13068,10.5,9694684,538006174,V7KM5,Bulk Carrier
48.05,158933,81380,274.27,SUEZ FURY,51942,17.07,9301536,636021811,5LFU5,Crude/Oil Products Tanker
13.03,3602,2416,84.88,GT FORSETI,1358,5.44,9041320,304010297,V2PV4,General Cargo Ship
11.52,3357,2061,88,COE MINA,1074,5.24,8509820,212746000,P3FN8,General Cargo Ship
12.3,3697,2450,87.95,PRIMA QUEEN,1293,5.6,9194282,230673000,OJSH,General Cargo Ship
44,113903,64909,249.99,ALFRED,35359,15,9826897,636018830,D5RO8,Crude Oil Tanker
25.63,26417,19554,159.87,ECO FREEZE,5866,11.914,9755658,538007841,V7HX7,LPG Tanker
44.03,113554,62557,249.97,PARTHENON TS,34908,15.02,9724348,249948000,9HA4448,Crude Oil Tanker
48.05,158933,81380,274.27,ECLIPSE I,51942,17.07,9301536,636021811,5LFU5,Crude/Oil Products Tanker
30.06,39100,24940,179.9,TOMINI MISTRAL,12966,10.6,9754094,,V7NM2,Bulk Carrier
16,8227,6310,128.95,MILA,2841,7,9501681,305836000,V2FX5,General Cargo Ship
12.5,3250,2377,89,FRANCISCA,1409,5,9148166,212617000,5BSZ4,General Cargo Ship
13.6,4128,2820,89.72,LORALAND,1543,5.69,9179311,275518000,YLRI,General Cargo Ship
12,3171,2301,82.5,HELENE B,1289,5.3,9195406,304021000,V2GO2,General Cargo Ship
44,110419,62557,249.9,LEONTIOS H.,34908,15,9724336,241454000,SVCL6,Crude Oil Tanker
45,207591,94542,292,SEAFORCE,58889,18.3,9685487,256238000,9HA3859,Bulk Carrier
21.6,15210,12819,142.54,DELTAGAS,3846,9.49,9540003,229399000,9HA3302,LPG Tanker
23.4,13031,10318,151.72,KATHARINA SCHEPERS,5391,8,9584865,255806525,CQEZ2,Container Ship (Fully Cellular)
21.64,15210,12819,142.54,DELTAGAS,3846,9.488,9540003,229399000,9HA3302,LPG Tanker
13.6,4128,2820,89.72,LORALAND,1543,5.69,9179311,275518000,YLRI,General Cargo Ship
13.83,3319,2876,94.7,SCAN FJORD,1040,5.13,8015879,314318000,8PWR,General Cargo Ship
48.04,150393,79048,274.2,SPETSA,47271,16,9337004,636025892,5LZQ5,Crude Oil Tanker
13.4,6706,3618,104.6,ICE CRYSTAL,2072,6.91,9818321,231815000,OZ2179,General Cargo Ship
15.5,6795,4151,106.07,KARLA C,2323,6.65,9558012,255806312,CQAY6,General Cargo Ship
15.43,8370,4996,118.55,KETHI,2597,7.05,9263552,215540000,9HA5167,General Cargo Ship
16,8600,6382,129,TANGO REY,3418,,9214185,518100375,E5U3291,General Cargo Ship
15.2,4518,3183,89.94,KEIT,1765,5.25,9333450,248275000,9HA4591,General Cargo Ship
15.2,4516,3183,89.98,KARMEL,1765,5.25,9290672,256632000,9HA2896,General Cargo Ship
13.7,5045,2945,89.5,AMUESA,1507,6.3,9320805,255802640,CQOC,General Cargo Ship
43.8,112649,62172,249.89,ALPES,35364,15.1,9817470,636023942,5LQE6,Crude Oil Tanker
27.83,37138,22662,186.4,ODYSSEAS,12531,11,9595187,538007623,V7XM6,Bulk Carrier
25,12082,21005,183,BELGIA SEAWAYS,10601,7.5,9188233,277561000,LYBM,Ro-Ro Cargo Ship
32.26,79416,43707,228.97,ULUSOY-12,26510,14.62,9586423,,TCZU5,Bulk Carrier
29.6,28000,24000,204.2,CMA CGM MERMAID,9000,10,9961283,,,Container Ship (Fully Cellular)
14,6000,3990,110.78,NORDFJORD,2214,6.09,9341732,246512000,PHFB,General Cargo Ship
12.5,3270,2051,89.98,KLARA,1117,4.63,9115896,218058660,DJFP,General Cargo Ship
15.2,4516,3183,89.98,KARMEL,1765,5.25,9290672,256632000,9HA2896,General Cargo Ship
14.18,4933,2999,89.99,ASTRID ERIKA,1639,6.1,9291731,257857000,LAPF8,General Cargo Ship
43.8,112504,62172,249.89,ALPES,35364,15.1,9817470,636023942,5LQE6,Crude Oil Tanker
15.43,8370,4996,118.55,KETHI,2597,7.34,9263552,215540000,9HA5167,General Cargo Ship
21.8,3000,4685,82.9,FUGRO VOYAGER,1405,5.66,9600360,311001445,C6HF5,Research Survey Vessel
27.24,28451,16960,169.26,AMALEA,10498,9.78,9470818,636018489,D5PX4,Bulk Carrier
27.237,28451,16960,169.26,AMALEA,10498,9.779,9470818,,D5PX4,Bulk Carrier
12.58,3692,2409,82.5,LAURIERBORG,993,5.35,9279070,246924000,PGEP,General Cargo Ship
18,8084,5573,113.09,MARY A,2511,7.46,9321433,247373700,IBPM,Chemical/Products Tanker
22.8,10466,9820,141.8,PACIFIC MERMAID,3538,8.81,9045924,636019354,A8JJ5,Refrigerated Cargo Ship
14.5,6050,4255,114.4,KILLU,2341,6.04,9454826,255806442,CQEO7,General Cargo Ship
32.3,81698,44289,229,KONSTANTINOS II,26862,14.52,9595278,636016100,D5EL4,Bulk Carrier
21.82,17557,11719,143.97,FURE WEST,5496,9.76,9301873,266235000,SJLF,Chemical/Products Tanker
23.3,5175,20133,157.65,BARFLEUR,11679,5.4,9007130,227289000,FNIE,Passenger/Ro-Ro Ship (Vehicles)
30,37418,23266,179.97,ALKYONIS,13278,10.54,9709465,636017264,D5KB7,Bulk Carrier
23.6,17096,13579,149.96,ONEGO WISLA,5247,8.6,9521875,636015279,A8ZR4,Bulk Carrier
0,14213,12514,157.95,NORDIC ITALIA,5387,8.6,9474395,,CQEP8,Container Ship (Fully Cellular)
12.6,3480,2474,82.5,FAST HERMAN,1464,5.3,9345362,205689000,ONIO,General Cargo Ship
32.2,52853,30560,184.94,PS NEW ORLEANS,14617,13.32,9919577,538009886,V7A5295,Chemical/Products Tanker
13.4,5390,2904,89,RIX MELODY,1656,7.01,9142631,210387000,5BXV5,General Cargo Ship
14.5,6050,4255,114.4,KILLU,2341,6.04,9454826,304625000,V2RC2,General Cargo Ship
59,190326,214286,399,MOSCOW MAERSK,88997,16.5,9778818,219864000,OWCM2,Container Ship (Fully Cellular)
22,10466,9820,141.8,PACIFIC MERMAID,3538,8.81,9045924,636019354,A8JJ5,Refrigerated Cargo Ship
15.45,5000,3483,89.95,MISJE VIOLA,1777,6.55,9927445,,LAQU8,General Cargo Ship
18.47,6404,5548,122.18,CORSICA,3020,6.35,9222352,341035001,V4CO5,General Cargo Ship
24,13958,13049,158,NEDERLAND STREAM,5353,,9015199,308122000,C6KD6,Refrigerated Cargo Ship
42.03,54022,39625,240.5,ZHEN HUA 36,11887,,9254903,636011638,A8AP2,Heavy Load Carrier
43.84,115897,61341,248.96,AFRAPEARL II,35396,14.93,9437672,636019903,D5WR9,Crude Oil Tanker
43.84,115897,61341,248.96,AFRAPEARL II ,35396,14.93,9437672,636019903,D5WR9,Crude Oil Tanker
